From	To
Q9PF03	81788854
Q9PF03	499195855
Q9PF03	9105787
O32167	408536056
O32167	16080325
O32167	489321270
O32167	81342168
O32167	728886196
O32167	2635769
O32168	81669037
O32168	16080326
O32168	489321268
O32168	728886197
O32168	2635770
P28635	808712103
P28635	4902940
P28635	1786396
P28635	16128190
P28635	731470881
P28635	808729206
P28635	808703364
P28635	808720885
P28635	808698993
P28635	806394371
P28635	446796970
P28635	808716516
P28635	808733618
P28635	147531
P28635	808707744
P28635	802133817
P28635	303560
P28635	401469
P31728	1171732
P31728	491963707
P31728	1573614
P31728	16272562
Q8X8V9	15829453
Q8X8V9	12512928
Q8X8V9	937298106
Q8X8V9	821097692
Q8X8V9	814576823
Q8X8V9	13359655
Q8X8V9	814573508
Q8X8V9	446796971
Q8X8V9	23396712
Q9KTJ7	9655361
Q9KTJ7	161582017
Q9KTJ7	446595360
Q9KTJ7	23396753
Q8ZH40	488140951
Q8ZH40	21960026
Q8ZH40	218928240
Q8ZH40	45437411
Q8ZH40	23396725
Q9CK95	492017092
Q9CK95	12722144
Q9CK95	23396741
Q8Z992	446796961
Q8Z992	16501528
Q8Z992	23396721
Q8Z992	16759237
Q8Z992	29136410
Q8ZRN1	16763634
Q8ZRN1	446796959
Q8ZRN1	16418750
Q8ZRN1	23396729
O60170	3150139
O60170	19113140
O60170	15214384
O60170	14475616
P52477	5616093
P52477	226887322
P52477	49259544
P52477	226887319
P52477	9946281
P52477	49259255
P52477	49259550
P52477	49259548
P52477	49259248
P52477	379318609
P52477	226887323
P52477	226887316
P52477	49259553
P52477	49259250
P52477	226887324
P52477	49259543
P52477	49259256
P52477	379318608
P52477	49259247
P52477	49259252
P52477	49259547
P52477	226887320
P52477	49259542
P52477	226887314
P52477	226887317
P52477	49259251
P52477	379318610
P52477	49259257
P52477	49259546
P52477	226887318
P52477	49259246
P52477	226887325
P52477	49259253
P52477	226887321
P52477	49259552
P52477	15595622
P52477	49259249
P52477	49259258
P52477	49259541
P52477	379318611
P52477	49259545
P52477	489209968
P52477	49259551
P52477	49259254
P52477	226887326
P52477	49259549
P52477	1709008
P52477	226887315
P52002	520728546
P52002	520728542
P52002	520728549
P52002	237823427
P52002	520728545
P52002	237823431
P52002	520728541
P52002	237823426
P52002	520728548
P52002	489198027
P52002	520728539
P52002	520728544
P52002	12230911
P52002	237823429
P52002	520728540
P52002	9946282
P52002	438854
P52002	520728547
P52002	520728550
P52002	237823430
P52002	5616094
P52002	520728543
P52002	237823428
P52002	15595623
Q3T9M1	74217769
Q3T9M1	74192371
Q3T9M1	123783047
Q3T9M1	74200415
A4IH46	190455761
A4IH46	134025755
A4IH46	156717396
A6NFX1	122937339
A6NFX1	298286913
Q9H3U5	124015158
Q9H3U5	194373797
Q9H3U5	194377184
Q9H3U5	578807667
Q9H3U5	12248763
Q9H3U5	574957162
Q9H3U5	10436538
Q9H3U5	116283776
Q9H3U5	27503032
Q9H3U5	269847422
Q9H3U5	83265442
Q9H3U5	269847416
Q9H3U5	194378118
Q9H3U5	119599080
Q9H3U5	574957224
Q9H3U5	194387232
Q9DC37	26344722
Q9DC37	74197993
Q9DC37	74193782
Q9DC37	21313266
Q9DC37	74214777
Q9DC37	19354298
Q9DC37	74179591
Q9DC37	12835857
Q9DC37	148683566
Q9DC37	81906126
Q1JQC1	94574499
Q1JQC1	122134034
Q1JQC1	115496428
Q5R8G5	75054912
Q5R8G5	55730446
Q5R8G5	197101948
Q4V8E5	67846096
Q4V8E5	66911997
Q4V8E5	81908691
Q96ES6	74731607
Q96ES6	19923957
Q96ES6	119602482
Q96ES6	15080477
Q5U419	55154063
Q5U419	81889681
Q5U419	12843964
Q5U419	17512422
Q5U419	26354582
Q5U419	31560112
Q6LG59	81828511
Q6LG59	118572796
Q6LG59	46916958
Q6LK34	499539772
Q6LK34	46915574
Q6LK34	81828618
Q0TQU8	110673339
Q0TQU8	118572797
Q0TQU8	489544500
Q8XKQ2	499319907
Q8XKQ2	81849227
Q8XKQ2	18145004
Q896Y2	81841254
Q896Y2	499411653
Q896Y2	28203015
Q0ST95	110683578
Q0ST95	118572798
Q0TFU2	110343950
Q0TFU2	118572800
Q0TFU2	446177179
Q8X5D9	81860772
Q8X5D9	118572799
Q8X5D9	446177167
Q8X5D9	15832295
Q8X5D9	13362510
Q8X5D9	821095182
Q8X5D9	814577601
Q8X5D9	446177165
Q8X5D9	12516469
Q8X5D9	937300622
Q8X5D9	814575238
Q8FFU7	26108936
Q8FFU7	446177179
Q8FFU7	81846621
P0AAG8	802135592
P0AAG8	16130087
P0AAG8	1788472
P0AAG8	42005
P0AAG8	146854
P0AAG8	808735478
P0AAG8	77416578
P0AAG8	446177184
P0AAG8	85675263
Q1R9S4	118572801
Q1R9S4	91073009
Q1R9S4	446177169
Q8REE1	19704501
Q8REE1	492611357
Q8REE1	19714777
Q8REE1	81848235
Q4QM77	68057617
Q4QM77	491886183
Q4QM77	81336154
P44884	1573836
P44884	491886183
P44884	1170944
P44884	16272764
Q65UW1	81691450
Q65UW1	52306749
Q65UW1	499513181
Q9CM08	12721372
Q9CM08	81783250
Q9CM08	492013639
P23924	2506104
P23924	446458053
P23924	16420726
P23924	16765519
Q31YV7	81246043
Q31YV7	446177197
Q31YV7	118572802
Q0T2X5	446177199
Q0T2X5	110615673
Q0T2X5	125952291
P0AAG9	77416579
P0AAG9	24113538
P0AAG9	24052584
P0AAG9	30041845
P0AAG9	446177184
Q3Z057	73856148
Q3Z057	118572803
Q3Z057	446177184
Q2NUD6	499730091
Q2NUD6	118572804
Q2NUD6	84779462
Q73KK2	41818546
Q73KK2	488756816
Q73KK2	81831355
Q73KK2	4163988
Q73KK2	42527718
Q9KSD1	81858122
Q9KSD1	15641339
Q9KSD1	9655817
Q9KSD1	118572805
Q56342	6016558
Q56342	499184590
Q56342	1230602
Q56342	1255046
Q7MG07	81859795
Q7MG07	499464946
Q7MG07	37200361
Q1C9V1	488140756
Q1C9V1	118572807
Q8D4H4	499394741
Q8D4H4	118572806
Q8D4H4	319999765
Q8D4H4	81844499
P23200	808735477
P23200	1788471
P23200	85675262
P23200	16130086
P23200	447197862
P23200	127066
P23200	802135591
Q7CHQ3	488140756
Q7CHQ3	21959541
Q7CHQ3	45436083
Q7CHQ3	218928649
Q7CHQ3	118572808
Q66C83	488140756
Q66C83	81825856
Q66C83	51589142
Q66C83	755360358
Q56036	447197845
Q56036	1345117
Q56036	20141601
Q56036	16765518
Q56036	16420725
Q08255	469459
Q08255	586109
Q08255	499184589
Q08255	1230601
Q57321	1255047
Q57321	1230603
Q57321	6016559
Q57321	499184591
Q1CGT1	488140756
Q1CGT1	108776280
Q1CGT1	229679937
Q1CGT1	118572809
P44885	16272765
P44885	1170945
P44885	1573837
P44885	491886187
O34442	2633684
O34442	728884233
O34442	2632049
O34442	81555981
O34442	489325239
O34442	16078395
Q830V1	29377151
Q830V1	145580251
Q830V1	488291340
Q830V1	508211603
Q830V1	145580252
Q830V1	81585059
Q830V1	29344617
Q830V1	508175811
Q5SMG8	55772442
Q5SMG8	158431296
Q5SMG8	728055708
Q5SMG8	158431293
Q5SMG8	270047591
Q5SMG8	55981029
Q5SMG8	728055545
Q5SMG8	158431295
Q5SMG8	158431292
Q5SMG8	728055544
Q5SMG8	270047592
Q5SMG8	499547627
Q5SMG8	728055546
Q5SMG8	158431294
Q5SMG8	158431291
Q5SMG8	728055709
Q5SMG8	728055543
Q5SMG8	158431290
Q5SMG8	81600604
Q9FIN7	75170867
Q9FIN7	332005913
Q9FIN7	10177896
Q9FIN7	15237942
A2IBY8	122893180
A2IBY8	146324995
A2IBY8	924442852
A2IBY8	124249276
Q6RZ07	68565364
Q6RZ07	40019096
P30301	6579178
P30301	49902494
P30301	119617346
P30301	6912506
P30301	109658634
P30301	266537
P06624	61680729
P06624	163297
P06624	85544350
P06624	27806843
P06624	127102
P51180	26343489
P51180	2072358
P51180	31543250
P51180	148669684
P51180	1185419
P51180	26343491
P51180	74200216
P51180	47117800
P09011	1334235
P09011	56668
P09011	127106
A4L9J0	133902348
A4L9J0	153792099
A4L9J0	152060870
Q8WV92	409973656
Q8WV92	414145404
Q8WV92	74730820
Q8WV92	62630183
Q8WV92	414145399
Q8WV92	20270349
Q8WV92	414145403
Q8WV92	17391063
Q8WV92	409973655
Q8WV92	51981672
Q8WV92	50978460
Q8WV92	409973658
Q8WV92	414145402
Q8WV92	409973657
Q8WV92	414145398
Q8WV92	414145405
Q8VDV8	81901994
Q8VDV8	12837824
Q8VDV8	110625710
Q8VDV8	74179007
Q8VDV8	148682585
Q8VDV8	18043238
Q8VDV8	159163293
Q04341	398365109
Q04341	1122351
Q04341	74583470
Q04341	1431470
Q5I0J5	81882994
Q5I0J5	57528385
Q5I0J5	56971326
Q5I0J5	149046332
Q57604	1498918
Q57604	2493595
Q58752	1592000
Q58752	2493596
P63358	768983095
P63358	489498452
P63358	31791839
P63358	54037786
P9WQL4	623746959
P9WQL4	13880205
P9WQL4	614093320
P30769	13093564
P30769	13634099
P30769	581333
P30769	499211055
P9WQL5	15607795
P9WQL5	444894144
P9WQL5	489498452
P9WQL5	395137366
P9WQL5	623370345
P9WQL5	614093324
P0ADV7	808736463
P0ADV7	85675986
P0ADV7	808723715
P0ADV7	606130
P0ADV7	808732032
P0ADV7	731472106
P0ADV7	446398632
P0ADV7	808719345
P0ADV7	808710568
P0ADV7	16131082
P0ADV7	802136515
P0ADV7	808706213
P0ADV7	808701838
P0ADV7	1789583
P0ADV7	808714935
P0ADV7	83288357
P64605	814572196
P64605	12517808
P64605	13363545
P64605	54040597
P64605	821094160
P64605	481042072
P64605	937303057
P64605	814580079
P64605	15833326
P64604	808737141
P64604	808715591
P64604	808720014
P64604	808711226
P64604	1789584
P64604	808706870
P64604	54042860
P64604	731472107
P64604	808702501
P64604	808724375
P64604	16131083
P64604	85675987
P64604	606131
P64604	481042072
P64604	808732696
P64604	802136516
P0ADV8	24114481
P0ADV8	83288358
P0ADV8	446398632
P0ADV8	30042789
P0ADV8	24053664
P64606	808723716
P64606	446848539
P64606	802136517
P64606	808719346
P64606	808706214
P64606	808701839
P64606	731472108
P64606	16131084
P64606	54042861
P64606	808714936
P64606	85675988
P64606	1789585
P64606	808732033
P64606	606132
P64606	808736464
P64606	808710569
P64609	54040600
P64609	446848539
P64609	24053666
P64609	24114483
P64609	30042791
P64608	15833327
P64608	54040599
P64608	814579875
P64608	446848539
P64608	13363546
P64608	821094151
P64608	814572146
P64608	12517809
P64608	937301615
P63387	54040592
P63387	26110209
P63387	446360390
P63388	937301616
P63388	15833328
P63388	814579874
P63388	446360390
P63388	821094152
P63388	54040593
P63388	12517810
P63388	13363547
P63388	814572145
P63386	808719347
P63386	808732034
P63386	54042818
P63386	16131085
P63386	808710570
P63386	606133
P63386	731472109
P63386	802136518
P63386	446360390
P63386	808714937
P63386	808701840
P63386	808736465
P63386	808723717
P63386	85675989
P63386	808706215
P63386	1789586
P64607	446848539
P64607	54040598
P64607	26110208
P54571	16079413
P54571	2634791
P54571	489323118
P54571	1731094
P54571	728885280
Q5A762	68476836
Q5A762	68476689
Q5A762	46439278
Q5A762	74680022
Q5A762	46439355
Q22111	71994275
Q22111	45645189
Q22111	351061412
Q22111	71994271
Q22111	351061411
A8XGZ9	300681240
A8XGZ9	309359963
Q8IVH4	72533530
Q8IVH4	767931256
Q8IVH4	268612225
Q8IVH4	268612227
Q8IVH4	268612226
Q8IVH4	26006421
Q8IVH4	72533342
Q8IVH4	119625441
Q8IVH4	26892295
Q8IVH4	268612224
Q8IVH4	193785199
Q8IVH4	767931258
Q8IVH4	38258173
Q8C7H1	755526260
Q8C7H1	148678922
Q8C7H1	568955911
Q8C7H1	755526252
Q8C7H1	38258077
Q8C7H1	755526266
Q8C7H1	568955913
Q8C7H1	755526258
Q8C7H1	755526264
Q8C7H1	755526248
Q8C7H1	31541923
Q8C7H1	568955909
Q8C7H1	148678923
Q8C7H1	20071809
Q8C7H1	755526246
Q8C7H1	755526254
Q8C7H1	26340974
Q8C7H1	755526250
Q8C7H1	18314535
Q8C7H1	755526256
Q8C7H1	755526262
Q05AU4	123905239
Q05AU4	148225781
Q05AU4	116063526
Q6GQ49	49255985
Q6GQ49	82184567
Q6GQ49	148226555
Q8K273	22122803
Q8K273	26331264
Q8K273	154814632
Q8K273	81878496
Q8K273	26335733
Q8K273	26340422
Q8K273	21619015
B5DF51	149015823
B5DF51	197246447
B5DF51	224493146
B5DF51	157820219
Q8R3L0	148678415
Q8R3L0	755538142
Q8R3L0	755538136
Q8R3L0	74203530
Q8R3L0	755538144
Q8R3L0	66794505
Q8R3L0	755538134
Q8R3L0	755538138
Q8R3L0	755538140
Q8R3L0	568972999
Q8R3L0	154814634
Q8R3L0	148678417
Q8R3L0	33239401
Q8R3L0	74182867
Q8R3L0	19263609
Q8R3L0	81915034
Q2HIM5	332003206
Q2HIM5	122197844
Q2HIM5	332003205
Q2HIM5	145334283
Q2HIM5	88011052
Q2HIM5	18414195
Q2HIM5	21592319
Q28HV5	213625478
Q28HV5	213625480
Q28HV5	89271980
Q28HV5	189441958
Q28HV5	62858009
Q28HV5	123893304
Q8N4V1	27735037
Q8N4V1	21707382
Q8N4V1	119608891
Q8N4V1	119608889
Q8N4V1	74751006
Q8N4V1	194381382
Q8N4V1	189065483
Q32LC4	81674123
Q32LC4	122138752
Q32LC4	118601854
Q6P719	81885297
Q6P719	62078663
Q6P719	38197410
Q6TLE4	45387625
Q6TLE4	82187461
Q6TLE4	50369356
Q6TLE4	37595406
Q86J02	74861180
Q86J02	66820777
Q86J02	60472225
Q5RA70	197101049
Q5RA70	55729207
Q5RA70	75041843
Q12372	642323
Q12372	74655045
Q12372	1360272
Q12372	6322967
P9WJV9	489995392
P9WJV9	614093347
P9WJV9	15607543
P9WJV7	444893990
P9WJV7	614093533
P9WJV7	623370191
P9WJV7	395137210
P9WJV7	15607648
P9WJV7	490008369
O06081	6225685
O06081	15828415
O06081	13093845
O06081	499211457
O06081	2104606
P9WJV5	489996847
P9WJV5	614093520
P9WJV5	15607347
P9WJV2	290782534
P9WJV2	755157698
P9WJV2	623746742
P9WJV2	614093516
P9WJV2	489995415
P9WJV8	489995392
P9WJV8	623746692
P9WJV8	614093341
P9WJV8	13879914
P9WJV1	497621420
P9WJV1	614093502
P9WJV1	15607816
P9WJV6	489995447
P9WJV6	13880037
P9WJV6	614093352
P9WJV6	623746805
A1KQF8	490005452
A1KQF8	166217228
A1KQF8	121495389
P9WJU5	395140690
P9WJU5	623355800
P9WJU5	15610959
P9WJU5	444897386
P9WJU5	614093477
P9WJU5	489996700
P9WJV3	614093511
P9WJV3	15607591
P9WJV3	489995415
Q7TVL0	768986283
Q7TVL0	31794997
Q7TVL0	81421210
Q7TVL0	490005452
P9WJU3	614093464
P9WJU3	489996257
P9WJU3	15609476
P54881	13093971
P54881	499211321
P54881	15828278
P54881	699243
P54881	1731228
Q53902	153146
Q53902	6225694
Q53902	21223455
Q53902	14717091
Q53902	499340339
O06079	6225695
O06079	499211455
O06079	752674821
O06079	2104604
O06079	13093843
P9WJU1	614093454
P9WJU1	489995724
P9WJU1	15608323
P9WJU2	13882109
P9WJU2	614093469
P9WJU2	489996257
P9WJU2	623748656
P9WJU0	13880809
P9WJU0	489995724
P9WJU0	614093459
P9WJU0	623747491
O54101	21224244
O54101	2815318
O54101	499340816
O54101	6225697
P9WJT6	489995882
P9WJT6	614093441
P9WJT6	13881197
P9WJT6	623747834
P9WJV0	614093506
P9WJV0	13880227
P9WJV0	623746980
P9WJV0	489995510
P9WJT9	614093444
P9WJT9	489496274
P9WJT9	15607343
P9WJT9	914684888
Q9XA86	5459243
Q9XA86	21219360
Q9XA86	11133652
Q9XA86	499337674
Q49619	13093180
Q49619	466786
Q49619	499210673
Q49619	6225692
P9WJT7	489995882
P9WJT7	15608660
P9WJT7	614093437
O88022	21224962
O88022	6225699
O88022	3334797
O88022	499341381
P65373	54037799
P65373	489995724
P65373	31792376
P65373	768983636
Q9CBP1	15827941
Q9CBP1	57012896
Q9CBP1	13093494
Q9CBP1	499210985
Q73V87	41398045
Q73V87	489971701
Q73V87	57012894
Q00538	40215
Q00538	16080809
Q00538	2636293
Q00538	266538
Q00538	728886677
Q00538	489336221
P9WGF1	489511143
P9WGF1	57117052
P9WGF1	614093393
A0QP18	118469722
A0QP18	399229222
A0QP18	500046053
A0QP18	698938758
A0QP18	118171009
A0QP18	817033884
Q03218	854447
Q03218	51830488
Q03218	2497174
Q03218	6323831
Q08970	347595668
Q08970	1370464
Q08970	330443745
Q47689	808706756
Q47689	90111105
Q47689	1552829
Q47689	808732575
Q47689	87081708
Q47689	808711108
Q47689	808712159
Q47689	802133866
Q47689	808719896
Q47689	485769463
Q47689	85674404
Q47689	731471516
Q47689	18314356
Q47689	808702383
Q47689	808737021
Q47689	808724258
Q2FIC3	123749633
Q2FIC3	87127332
A6U059	149945891
A6U059	445976757
A6U059	229891038
A5IRD0	147740455
A5IRD0	445976757
A5IRD0	229891039
Q2YWT4	445976765
Q2YWT4	82656098
Q2YWT4	123754629
A6QFG2	150373834
A6QFG2	229891040
A6QFG2	445976754
Q5HHD3	57285829
Q5HHD3	445976754
Q5HHD3	81859617
Q2FZV1	87202204
Q2FZV1	445976754
Q2FZV1	88194646
Q2FZV1	123003485
P60674	445976757
P60674	46396149
P60674	14246721
Q6GAX4	81827883
Q6GAX4	49244171
Q6GAX4	445976754
Q6GID6	445976744
Q6GID6	81828047
Q6GID6	49241241
A8Z059	160367962
A8Z059	445976754
A8Z059	229891041
Q8NXF6	21204001
Q8NXF6	445976754
Q8NXF6	46396460
Q9ZNG6	46396567
Q9ZNG6	110332127
Q9ZNG6	4001725
Q9ZNG6	930585722
Q9ZNG6	756626351
Q9ZNG6	757174812
Q8CPU8	27315108
Q8CPU8	27467564
Q8CPU8	487750694
Q8CPU8	81842991
Q4L4W7	68447724
Q4L4W7	499595532
Q4L4W7	123734968
P60675	13700756
P60675	445976757
P60675	46396150
A7WZ76	229891042
A7WZ76	156721085
A7WZ76	445982916
A6TZ99	149945581
A6TZ99	229891043
A6TZ99	445982916
A7X0G4	229891037
A7X0G4	445976757
A7X0G4	156721413
Q2G2U8	88194394
Q2G2U8	122540711
Q2G2U8	87201952
Q2G2U8	445982921
Q5HQL0	81819426
Q5HQL0	57637153
Q5HQL0	487750694
A6QET3	445982921
A6QET3	150373605
A6QET3	229891045
Q2YST2	445982908
Q2YST2	123547761
Q2YST2	82655857
Q49W91	72495647
Q49W91	123775329
Q49W91	499622780
Q99VZ2	13700513
Q99VZ2	81782028
Q99VZ2	445982916
Q2FJ15	123486931
Q2FJ15	87126694
Q5HI45	57284273
Q5HI45	81695085
Q5HI45	445982921
Q932F5	81775025
Q932F5	445982916
Q932F5	46395521
A8Z144	160367694
A8Z144	229891046
A8Z144	445982921
Q6GJ47	49240980
Q6GJ47	81651644
Q6GJ47	445982928
A5IQH5	229891044
A5IQH5	445982916
A5IQH5	147740150
Q8NXT2	81762762
Q8NXT2	21203751
Q8NXT2	445982925
Q5HRB2	57636936
Q5HRB2	81675311
Q5HRB2	488369420
Q4L443	123659459
Q4L443	499595800
Q4L443	68448000
Q6GBK7	81649839
Q6GBK7	49243938
Q6GBK7	445982925
Q0Q2K0	123337487
Q0Q2K0	445982921
A7X0G1	229891047
A7X0G1	447004370
A7X0G1	156721412
Q2FIC4	87126884
Q2FIC4	123486607
A6U058	229891048
A6U058	447004370
A6U058	149945890
Q2YWT5	123548852
Q2YWT5	447004371
Q2YWT5	82656097
A5IRC9	147740454
A5IRC9	447004370
A5IRC9	229891049
Q8CQ50	488415727
Q8CQ50	27467315
Q8CQ50	81843076
Q8CQ50	27314858
Q5HHD4	447004370
Q5HHD4	81694869
Q5HHD4	57285828
A6QFG1	229891050
A6QFG1	150373833
A6QFG1	447004370
Q6GID7	447004370
Q6GID7	49241240
Q6GID7	81651455
P60676	46396151
P60676	447004370
P60676	14246720
Q6GAX5	81649669
Q6GAX5	49244170
Q6GAX5	447004370
P60677	13700755
P60677	447004370
P60677	46396152
P60679	46396154
P60679	447004370
P60679	21204000
A8Z058	447004370
A8Z058	160367961
A8Z058	229891051
Q49VG9	72495920
Q49VG9	499623004
Q49VG9	123641817
A7WZ77	446584560
A7WZ77	229891052
A7WZ77	156721086
Q2FZV2	87202203
Q2FZV2	447004370
Q2FZV2	88194645
Q2FZV2	122539904
Q2FJ14	123486930
Q2FJ14	87125970
Q49W90	123642137
Q49W90	499622781
Q49W90	72495648
Q8CPU9	27467563
Q8CPU9	487750109
Q8CPU9	81842992
Q8CPU9	27315107
Q4L4W6	68447725
Q4L4W6	499595533
Q4L4W6	123659784
P60678	447004370
P60678	46396153
Q5HI44	446584560
Q5HI44	57284274
Q5HI44	81695084
Q6GJ46	446584563
Q6GJ46	81651643
Q6GJ46	49240981
A6TZA0	229891053
A6TZA0	446584560
A6TZA0	149945582
Q2G214	87201953
Q2G214	446584560
Q2G214	122540503
Q2G214	88194395
A8Z145	160367695
A8Z145	229891056
A8Z145	446584560
Q99VZ1	446584560
Q99VZ1	14246392
Q99VZ1	81782027
Q5HQL1	81675103
Q5HQL1	57637152
Q5HQL1	487750109
Q7A727	446584560
Q7A727	13700514
Q7A727	81706119
Q8CQ49	487750226
Q8CQ49	27467316
Q8CQ49	81843075
Q8CQ49	27314859
Q7A1N1	81704655
Q7A1N1	446584560
Q7A1N1	21203752
A5IQH6	229891054
A5IQH6	446584560
A5IQH6	147740151
Q0Q2J9	122953360
Q0Q2J9	446584560
Q2FIC5	87127134
Q2FIC5	229891213
Q49VH0	499623003
Q49VH0	123641819
Q49VH0	72495919
A6U057	446324948
A6U057	149945889
A6U057	229891058
Q4L444	68447999
Q4L444	123659460
Q4L444	499595799
Q2YWT6	446324948
Q2YWT6	82656096
Q2YWT6	123548853
Q2FZV3	229891214
Q2FZV3	87202202
Q2FZV3	88194644
Q2FZV3	499762890
A5IRC8	446324948
A5IRC8	229891104
A5IRC8	147740453
A6QET4	229891055
A6QET4	446584560
A6QET4	150373606
Q5HRB1	487750226
Q5HRB1	57636937
Q5HRB1	81675310
Q6GBK6	81649838
Q6GBK6	49243939
Q6GBK6	446584560
A8Z057	229891059
A8Z057	446324948
A8Z057	160367960
P60681	446324948
P60681	13700754
P60681	46396156
P60680	46396155
P60680	446324948
P60680	14246719
Q5HQL2	487750059
Q5HQL2	81675104
Q5HQL2	57637151
Q6GAX6	446324948
Q6GAX6	81649670
Q6GAX6	49244169
A6QFG0	446324948
A6QFG0	229891210
A6QFG0	150373832
Q2YSV6	82655858
Q2YSV6	123547780
Q2YSV6	446584560
Q5HHD5	446324948
Q5HHD5	81694870
Q5HHD5	57285827
Q6GID8	446324948
Q6GID8	81651456
Q6GID8	49241239
Q99VZ0	14246393
Q99VZ0	446971729
Q99VZ0	81782026
Q8CPV0	487750059
Q8CPV0	27467562
Q8CPV0	81842993
Q8CPV0	27315106
Q49W89	488414417
Q49W89	72495649
Q49W89	123642135
A7X0G0	156721411
A7X0G0	446324948
A7X0G0	229891057
P60683	446324948
P60683	46396158
P60683	21203999
Q4L445	123659462
Q4L445	499595798
Q4L445	68447998
Q5HRB0	81675309
Q5HRB0	57636938
Q5HRB0	487750171
Q2G213	122540502
Q2G213	446971729
Q2G213	87201954
Q2G213	88194396
Q5HI43	446971729
Q5HI43	81695083
Q5HI43	57284275
P60682	446324948
P60682	110332129
P60682	46396157
Q2G2H7	123098090
Q2G2H7	87202201
Q2G2H7	446495223
Q2G2H7	88194643
Q4L4W5	68447726
Q4L4W5	123659782
Q4L4W5	499595534
A5IRC7	229891067
A5IRC7	147740452
A5IRC7	446495223
A7X0F9	229891065
A7X0F9	156721410
A7X0F9	446495223
A6U056	149945888
A6U056	229891066
A6U056	446495223
Q6GID9	49241238
Q6GID9	446495234
Q6GID9	81828048
Q49VH1	72495918
Q49VH1	123641820
Q49VH1	499623002
Q2YWT7	123727466
Q2YWT7	446495232
Q2YWT7	82656095
P60686	46396161
P60686	446495223
A8Z056	446495225
A8Z056	229891069
A8Z056	160367959
Q2FIC6	123749634
Q2FIC6	87126745
A6QFF9	229891068
A6QFF9	446495223
A6QFF9	150373831
Q8CPV1	27315105
Q8CPV1	81842994
Q8CPV1	487749984
Q8CPV1	27467561
P60685	13700753
P60685	446495223
P60685	46396160
Q5HQL3	81675105
Q5HQL3	57637150
Q5HQL3	499261613
P60684	46396159
P60684	14246718
P60684	446495223
Q0Q2J8	446971729
Q0Q2J8	123337485
Q4L4W4	68447727
Q4L4W4	499595535
Q4L4W4	123659781
Q49W88	499622782
Q49W88	72495650
Q49W88	123642134
Q6GAX7	49244168
Q6GAX7	446495223
Q6GAX7	81827884
Q2G212	88194397
Q2G212	122540501
Q2G212	87201955
Q2G212	446873292
P60687	21203998
P60687	46396162
P60687	446495223
A6TZA2	229891071
A6TZA2	149945584
A6TZA2	446873292
Q8CQ48	81843074
Q8CQ48	27467317
Q8CQ48	487750171
Q8CQ48	27314860
Q2FJ12	123486928
Q2FJ12	87127225
A5IQH8	147740153
A5IQH8	229891072
A5IQH8	446873292
A7WZ79	229891070
A7WZ79	446873290
A7WZ79	156721088
Q99VY9	14246394
Q99VY9	81782025
Q99VY9	446873290
Q6GJ44	81651641
Q6GJ44	49240983
Q6GJ44	446873302
Q7A725	13700516
Q7A725	81706117
Q7A725	446873290
Q2YSV4	123547778
Q2YSV4	82655860
Q2YSV4	446873292
Q6GBK4	81649836
Q6GBK4	49243941
Q6GBK4	446873292
Q5HI42	81695082
Q5HI42	446873292
Q5HI42	57285653
Q5HHD6	81859618
Q5HHD6	446495217
Q5HHD6	57285826
Q4L446	499595797
Q4L446	68447997
Q4L446	123659464
Q0Q2J7	123337484
Q0Q2J7	110332138
Q5HRA9	81675308
Q5HRA9	57636939
Q5HRA9	488386612
Q8NXT1	81762761
Q8NXT1	21203754
Q8NXT1	446873292
Q49VH2	123641821
Q49VH2	499623001
Q49VH2	72495917
Q2FIC7	87126493
Q2FIC7	123486611
Q2G2H8	87202200
Q2G2H8	446212819
Q2G2H8	88194642
Q2G2H8	122540627
A7X0F8	229891075
A7X0F8	446212819
A7X0F8	156721409
Q8CQ47	27467318
Q8CQ47	499395142
Q8CQ47	81843073
Q8CQ47	27314861
A6QET6	150373608
A6QET6	229891073
A6QET6	446873292
Q2YWT8	82656094
Q2YWT8	123548854
Q2YWT8	446212818
A5IRC6	147740451
A5IRC6	229891077
A5IRC6	446212819
Q5HHD7	57285825
Q5HHD7	446212819
Q5HHD7	81694871
A8Z147	229891074
A8Z147	446873292
A8Z147	160367697
Q6GAX8	81649671
Q6GAX8	446212819
Q6GAX8	49244167
A6U055	149945887
A6U055	229891076
A6U055	446212819
P60690	46396165
P60690	446212819
P60688	14246717
P60688	446212819
P60688	46396163
Q5HQL4	57637142
Q5HQL4	487750082
Q5HQL4	81675106
A6QFF8	229891078
A6QFF8	150373830
A6QFF8	446212819
A8Z055	160367958
A8Z055	446212819
A8Z055	229891079
Q6GIE0	81651457
Q6GIE0	49241237
Q6GIE0	446212819
A6TZA3	149945585
A6TZA3	446994715
A6TZA3	229891081
Q2FJ11	87126673
Q2FJ11	123486927
Q8CPV2	27315104
Q8CPV2	487750082
Q8CPV2	81842995
Q8CPV2	27467560
A7WZ80	229891080
A7WZ80	446994715
A7WZ80	156721089
Q2YSV3	446994715
Q2YSV3	82655861
Q2YSV3	123547777
Q49W87	499622783
Q49W87	123642132
Q49W87	72495651
P60691	21203997
P60691	446212819
P60691	46396166
Q5HI41	81695081
Q5HI41	57285654
Q5HI41	446994717
A5IQH9	147740154
A5IQH9	446994715
A5IQH9	229891082
Q99VY8	446994715
Q99VY8	14246395
Q99VY8	81782024
A6QET7	150373609
